,distrito,ano,quarter,precio
649,Villa De Vallecas,2016,1,9.18765883685146
650,Villaverde,2016,1,8.21315427455413
651,Arganzuela,2016,2,11.9834141460663
652,Barajas,2016,2,10.6240699216793
653,Carabanchel,2016,2,9.3046135369954
654,Centro,2016,2,15.9706301435141
655,Chamartín,2016,2,13.8510672310924
656,Chamberí,2016,2,15.189586230168
657,Ciudad Lineal,2016,2,11.1186050202293
658,Fuencarral,2016,2,10.6990092792695
659,Hortaleza,2016,2,11.0853804503991
660,Latina,2016,2,9.37146272022585
661,Moncloa,2016,2,12.8319024624526
662,Moratalaz,2016,2,9.25576284909197
663,Puente De Vallecas,2016,2,9.08118129866036
664,Retiro,2016,2,13.7544207413979
665,Salamanca,2016,2,15.5798931394844
666,San Blas,2016,2,9.70084875999932
667,Tetuan,2016,2,12.7899732729147
668,Usera,2016,2,9.42055212732557
669,Vicálvaro,2016,2,9.01354566174889
670,Villa De Vallecas,2016,2,9.05103162950543
671,Villaverde,2016,2,8.18347983494349
672,Arganzuela,2016,3,13.405683896115
673,Barajas,2016,3,10.9660461687553
674,Carabanchel,2016,3,9.66079838623608
675,Centro,2016,3,16.9096751593232
676,Chamartín,2016,3,14.2706296553719
677,Chamberí,2016,3,15.8800102376416
678,Ciudad Lineal,2016,3,11.5947897628373
679,Fuencarral,2016,3,11.3299755057005
680,Hortaleza,2016,3,11.6691660267729
681,Latina,2016,3,9.90097199367841
682,Moncloa,2016,3,13.8417356956761
683,Moratalaz,2016,3,9.84540414151086
684,Puente De Vallecas,2016,3,9.47504553619131
685,Retiro,2016,3,14.5771048634449
686,Salamanca,2016,3,16.1076402587202
687,San Blas,2016,3,10.0754945160857
688,Tetuan,2016,3,13.9251557875487
689,Usera,2016,3,9.75436692097902
690,Vicálvaro,2016,3,9.78827411179791
691,Villa De Vallecas,2016,3,9.11638701201319
692,Villaverde,2016,3,8.41611772112573
693,Arganzuela,2016,4,13.4702179238398
694,Barajas,2016,4,10.575034767426
695,Carabanchel,2016,4,10.4333867412095
696,Centro,2016,4,17.6937301576477
697,Chamartín,2016,4,14.0895183818914
698,Chamberí,2016,4,17.3226466672662
699,Ciudad Lineal,2016,4,12.226214890118
700,Fuencarral,2016,4,11.4187525758737
701,Hortaleza,2016,4,11.6048160686995
702,Latina,2016,4,10.4100785296532
703,Moncloa,2016,4,14.4003970824677
704,Moratalaz,2016,4,9.71802944682013
705,Puente De Vallecas,2016,4,10.2165124460553
706,Retiro,2016,4,14.2146918851919
707,Salamanca,2016,4,16.7108645479928
708,San Blas,2016,4,10.6190527393604
709,Tetuan,2016,4,14.9915226912723
710,Usera,2016,4,9.75368321243057
711,Vicálvaro,2016,4,9.10510665286665
712,Villa De Vallecas,2016,4,9.68407269137156
713,Villaverde,2016,4,8.92298342120962
714,Arganzuela,2017,1,14.1304879744966
715,Barajas,2017,1,11.5881628905248
716,Carabanchel,2017,1,10.6083624211259
717,Centro,2017,1,18.6058727971145
718,Chamartín,2017,1,15.0794295303143
719,Chamberí,2017,1,16.6747298162353
720,Ciudad Lineal,2017,1,12.1166410440692
721,Fuencarral,2017,1,11.5085081401018
722,Hortaleza,2017,1,11.8875512919782
723,Latina,2017,1,10.8993239662858
724,Moncloa,2017,1,15.0944660275009
725,Moratalaz,2017,1,10.229891491217
726,Puente De Vallecas,2017,1,10.155772005994
727,Retiro,2017,1,14.9074576930175
728,Salamanca,2017,1,17.343829573336
729,San Blas,2017,1,10.7743314042504
730,Tetuan,2017,1,14.5287771250241
731,Usera,2017,1,9.83272769063173
732,Vicálvaro,2017,1,9.21045785105648
733,Villa De Vallecas,2017,1,9.6016104849714
734,Villaverde,2017,1,9.49456180469741
735,Arganzuela,2017,2,14.1461395293543
736,Barajas,2017,2,12.0411807397153
737,Carabanchel,2017,2,10.0326349484058
738,Centro,2017,2,17.9028957725841
739,Chamartín,2017,2,15.5226718705453
740,Chamberí,2017,2,16.4797442858324
741,Ciudad Lineal,2017,2,12.306637265751
742,Fuencarral,2017,2,11.583597149683
743,Hortaleza,2017,2,11.9233583867778
744,Latina,2017,2,10.2417386950058
745,Moncloa,2017,2,14.0194284318785
746,Moratalaz,2017,2,10.1533083397008
747,Puente De Vallecas,2017,2,9.9804692532717
748,Retiro,2017,2,14.327925954898
749,Salamanca,2017,2,17.2948873602478
750,San Blas,2017,2,11.3285559913587
751,Tetuan,2017,2,14.1524545666617
752,Usera,2017,2,10.1416126740229
753,Vicálvaro,2017,2,9.94585677345515
754,Villa De Vallecas,2017,2,9.41362430371294
755,Villaverde,2017,2,9.53761452895584
756,Arganzuela,2017,3,14.6640945898677
757,Barajas,2017,3,11.5839003433612
758,Carabanchel,2017,3,10.747140446249
759,Centro,2017,3,18.4374071400782
760,Chamartín,2017,3,16.0170439904211
761,Chamberí,2017,3,17.0236470206401
762,Ciudad Lineal,2017,3,12.7328685606705
763,Fuencarral,2017,3,11.8841570385969
764,Hortaleza,2017,3,12.810477859441
765,Latina,2017,3,10.8189926582207
766,Moncloa,2017,3,14.8299541257834
767,Moratalaz,2017,3,10.8271760742261
768,Puente De Vallecas,2017,3,10.6480662487741
769,Retiro,2017,3,14.9601838862943
770,Salamanca,2017,3,18.0084175940079
771,San Blas,2017,3,11.4652889039583
772,Tetuan,2017,3,14.9498645020057
773,Usera,2017,3,10.8177504772889
774,Vicálvaro,2017,3,10.0968005290435
775,Villa De Vallecas,2017,3,9.72639896562596
776,Villaverde,2017,3,9.98097450182538
777,Arganzuela,2017,4,14.6231377680152
778,Barajas,2017,4,12.2035807060496
779,Carabanchel,2017,4,11.4190769701916
780,Centro,2017,4,19.0193637374261
781,Chamartín,2017,4,15.9172848882107
782,Chamberí,2017,4,17.0782235059751
783,Ciudad Lineal,2017,4,12.8657996766486
784,Fuencarral,2017,4,12.0030015637339
785,Hortaleza,2017,4,13.1390826332154
786,Latina,2017,4,11.3192807267897
787,Moncloa,2017,4,14.804961551221
788,Moratalaz,2017,4,10.9407775077774
789,Puente De Vallecas,2017,4,11.2865758864588
790,Retiro,2017,4,15.9180524578692
791,Salamanca,2017,4,18.4774395562228
792,San Blas,2017,4,11.363283025625
793,Tetuan,2017,4,15.3323262882527
794,Usera,2017,4,11.2865600091301
795,Vicálvaro,2017,4,9.6777105286565
796,Villa De Vallecas,2017,4,9.87186590729701
797,Villaverde,2017,4,10.2964146531795
798,Arganzuela,2018,1,14.8519316209227
799,Barajas,2018,1,12.7487701213915
800,Carabanchel,2018,1,11.6571425727584
801,Centro,2018,1,19.3086068151837
802,Chamartín,2018,1,16.2788212916294
803,Chamberí,2018,1,17.5983520957312
804,Ciudad Lineal,2018,1,13.0337129551821
805,Fuencarral,2018,1,12.0433438004403
806,Hortaleza,2018,1,13.2629819550884
807,Latina,2018,1,11.2326231994488
808,Moncloa,2018,1,14.5257691106708
809,Moratalaz,2018,1,10.9924737705548
810,Puente De Vallecas,2018,1,11.5557957496812
811,Retiro,2018,1,15.6535642632778
812,Salamanca,2018,1,18.6760283779613
813,San Blas,2018,1,11.5597418531391
814,Tetuan,2018,1,15.0702359953486
815,Usera,2018,1,11.338361244085
816,Vicálvaro,2018,1,10.1068305155562
817,Villa De Vallecas,2018,1,10.367151557433
818,Villaverde,2018,1,10.2306378473688
819,Arganzuela,2018,2,14.5960795344618
820,Barajas,2018,2,12.3488240953199
821,Carabanchel,2018,2,11.6135330688936
822,Centro,2018,2,18.8126388943286
823,Chamartín,2018,2,16.6065058351281
824,Chamberí,2018,2,17.7497685149743
825,Ciudad Lineal,2018,2,13.0612300540625
826,Fuencarral,2018,2,12.1206466258191
827,Hortaleza,2018,2,13.4297449196317
828,Latina,2018,2,11.4790187123636
829,Moncloa,2018,2,15.1891763368615
830,Moratalaz,2018,2,10.769478278323
831,Puente De Vallecas,2018,2,11.8751001603871
832,Retiro,2018,2,15.7678607071339
833,Salamanca,2018,2,19.0892430286753
834,San Blas,2018,2,11.8084237984012
835,Tetuan,2018,2,15.1145580123034
836,Usera,2018,2,11.5334578025335
837,Vicálvaro,2018,2,9.96213936458689
838,Villa De Vallecas,2018,2,10.915967237532
839,Villaverde,2018,2,10.427526649093
